City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,karoi,-16.8099,29.6925,12.08,94,18,2.39,ZW,1690415183
358,ilhabela,-23.7781,-45.3581,22.37,66,37,1.75,BR,1690415184
359,val-d'or,48.1002,-77.7828,21.05,83,100,3.09,CA,1690415129
360,el alto,-4.2714,-81.2147,23.81,84,36,7.03,PE,1690415185
361,fonseca,10.8861,-72.8487,24.82,95,99,0.64,CO,1690415185
362,port saint john's,-31.6229,29.5448,17.88,54,79,6.42,ZA,1690415186
363,ciudad serdan,18.9833,-97.45,15.16,75,97,3.84,MX,1690415186
364,springbok,-29.6643,17.8865,4.62,91,15,1.3,ZA,1690415187
365,dapa,9.7594,126.0531,28.19,76,99,2.47,PH,1690415187
366,st. john's,47.5649,-52.7093,22.66,61,75,8.23,CA,1690415119
367,antsiranana,-12.2787,49.2917,22.26,70,10,6.9,MG,1690415188
368,tabuk,17.4189,121.4443,24.54,87,100,0.97,PH,1690415189
369,ciudad lazaro cardenas,17.9583,-102.2,30.58,63,28,4.03,MX,1690415190
370,arrifes,37.7667,-25.7,19.14,77,20,2.57,PT,1690415190
371,kirakira,-10.4544,161.9205,27.6,82,75,6.31,SB,1690415190
372,villa el carmen,11.9801,-86.5057,31.65,63,98,5.95,NI,1690415191
373,guarapari,-20.6667,-40.4975,21.61,87,8,4.12,BR,1690415192
374,katsuren-haebaru,26.3369,127.8719,29.43,85,40,4.12,JP,1690415193
375,greenisland,54.7,-5.8667,16.23,99,100,2.06,GB,1690415193
376,cudahy,33.9606,-118.1853,40.66,39,0,5.66,US,1690414972
377,el charco,2.4769,-78.1105,25.14,92,59,1.61,CO,1690414950
378,lianshan,40.7643,120.8533,26.4,82,72,5.78,CN,1690415194
379,panaba,21.2833,-88.2667,28.85,73,58,7.96,MX,1690415195
380,nar'yan-mar,67.6713,53.087,17.03,68,93,1.37,RU,1690415195
381,benguela,-12.5763,13.4055,20.84,80,63,2.11,AO,1690414976
382,nemuro,43.3236,145.575,18.28,95,76,1.75,JP,1690415196
383,tura,25.5198,90.2201,23.7,98,100,2.34,IN,1690415003
384,suva,-18.1416,178.4415,20.71,94,100,3.09,FJ,1690415197
385,mount gambier,-37.8333,140.7667,11.14,64,2,5.31,AU,1690415198
386,tomatlan,19.9333,-105.25,31.12,60,90,2.26,MX,1690415198
387,yeniseysk,58.4497,92.1703,16.63,93,93,1.3,RU,1690415198
388,medina sidonia,36.457,-5.9272,19.49,80,0,2.17,ES,1690415199
389,piton saint-leu,-21.2196,55.3151,18.06,83,40,3.09,RE,1690415199
390,andong,36.5656,128.725,27.27,80,72,0.64,KR,1690415200
391,okha,53.5739,142.9478,13.53,97,100,2.49,RU,1690415001
392,flin flon,54.7682,-101.865,10.91,93,100,4.12,CA,1690415201
393,cannonvale,-20.2833,148.7,21.66,65,90,8.6,AU,1690415017
394,kerikeri,-35.2268,173.9474,14.95,85,81,0.89,NZ,1690415201
395,simanggang,1.2472,111.4528,22.99,94,72,0.0,MY,1690415202
396,camabatela,-8.1881,15.375,16.09,77,10,0.95,AO,1690415203
397,chancay,-11.5714,-77.2672,19.0,82,32,3.19,PE,1690415203
398,san luis de la loma,17.2706,-100.8939,30.61,67,70,3.8,MX,1690415203
399,mili,6.0815,171.735,28.17,74,57,4.07,MH,1690415204
400,mar del plata,-38.0023,-57.5575,9.49,87,100,8.05,AR,1690415204
401,inari,68.906,27.0288,12.11,93,74,0.88,FI,1690415205
402,ixtapa,20.7,-105.2,30.68,70,100,2.06,MX,1690415205
403,tabou,4.423,-7.3528,24.54,90,72,3.43,CI,1690415205
404,mehekar,20.15,76.5667,23.08,93,100,6.74,IN,1690415206
405,veraval,20.9,70.3667,27.11,86,100,7.43,IN,1690415206
406,sterling,39.0062,-77.4286,31.06,66,20,4.12,US,1690415207
407,vanino,49.0869,140.2543,28.17,50,8,3.72,RU,1690415208
408,rio grande,-32.035,-52.0986,15.06,85,71,6.27,BR,1690415208
409,inhambane,-23.865,35.3833,18.9,65,43,2.15,MZ,1690415208
410,ierapetra,35.01,25.7353,28.41,52,0,0.45,GR,1690415209
411,caburan,5.9181,125.6411,27.77,75,97,3.06,PH,1690415209
412,portland,45.5234,-122.6762,30.35,34,40,4.12,US,1690414716
413,sandy,40.572,-111.8606,34.45,32,0,8.75,US,1690415210
414,turpan,42.9333,89.1667,36.62,11,1,0.39,CN,1690415210
415,mendi,-6.1761,143.6513,16.38,85,57,1.37,PG,1690415211
416,sarai,53.7458,41.0213,19.04,90,21,3.03,RU,1690415211
417,tual,-5.6667,132.75,25.98,84,92,9.76,ID,1690415212
418,san pedro pochutla,15.7333,-96.4667,32.84,75,24,2.61,MX,1690415212
419,ketchikan,55.3422,-131.6461,19.26,68,75,4.63,US,1690415213
420,tibu,8.639,-72.7358,26.78,74,59,0.62,CO,1690415213
421,general pico,-35.6566,-63.7568,7.79,61,51,2.1,AR,1690415214
422,bani walid,31.7566,13.9942,24.37,79,0,4.71,LY,1690415214
423,losal,27.4,74.9167,28.9,74,100,1.93,IN,1690415215
424,san bernardo del viento,9.3533,-75.9524,27.28,82,85,2.7,CO,1690415215
425,zboriv,49.6648,25.141,11.72,97,100,7.41,UA,1690415215
426,katsuura,35.1333,140.3,28.3,74,7,3.3,JP,1690415216
427,prado,-17.3411,-39.2208,22.09,75,27,2.23,BR,1690415154
428,faranah,10.0404,-10.7434,21.82,98,100,2.34,GN,1690415217
429,hassi messaoud,31.6804,6.0729,36.92,10,0,2.06,DZ,1690415218
430,frontera,26.9333,-101.45,37.86,33,40,4.12,MX,1690415218
431,bouarfa,32.53,-1.95,32.87,11,78,6.69,MA,1690415219
432,kayangel,8.0823,134.7173,26.38,85,100,9.76,PW,1690415219
433,kapa'a,22.0752,-159.319,31.18,72,20,6.17,US,1690415220
434,haiku-pauwela,20.9219,-156.3051,30.09,62,40,12.35,US,1690415220
435,cukai,4.25,103.4167,22.97,90,100,2.86,MY,1690415220
436,ouarzazat,30.9189,-6.8934,31.16,18,0,3.6,MA,1690415221
437,tahta,26.7693,31.5021,33.23,18,73,2.84,EG,1690415221
438,mansa,29.9833,75.3833,28.42,80,99,1.8,IN,1690415222
439,kalengwa,-13.4659,25.0027,14.24,51,2,3.14,ZM,1690415222
440,upata,8.0086,-62.3989,24.0,93,97,1.53,VE,1690415223
441,queenstown,-31.8976,26.8753,11.06,81,99,2.76,ZA,1690415223
442,kone,-21.0595,164.8658,23.23,40,2,3.57,NC,1690415224
443,new norfolk,-42.7826,147.0587,9.93,76,100,1.52,AU,1690415224
444,tsiombe,-25.3,45.4833,17.91,58,0,5.72,MG,1690415225
445,the pas,53.8251,-101.2541,12.01,94,100,4.63,CA,1690415225
446,callaway,30.153,-85.5699,32.03,68,20,3.6,US,1690415226
447,bamboo flat,11.7,92.7167,28.05,83,75,3.6,IN,1690415227
448,tamanrasset,22.785,5.5228,25.95,12,0,1.03,DZ,1690415228
449,rybinsk,58.0446,38.8426,16.69,97,74,3.91,RU,1690415228
450,menongue,-14.6585,17.691,12.57,42,5,1.86,AO,1690415229
451,esmeraldas,-19.7625,-44.3139,20.58,65,90,2.17,BR,1690415230
452,ustyuzhna,58.8394,36.4321,12.9,97,54,2.62,RU,1690415230
453,chos malal,-37.3781,-70.2709,6.7,42,100,0.98,AR,1690415230
454,walterboro,32.9052,-80.6668,30.01,74,0,1.54,US,1690415231
455,garoua boulai,5.8833,14.55,17.91,97,90,0.66,CM,1690415231
456,tvoroyri,61.5556,-6.8111,10.39,76,51,5.73,FO,1690415232
457,shingu,33.7333,135.9833,30.31,65,37,2.18,JP,1690415232
458,sioux city,42.5,-96.4003,36.77,37,0,3.6,US,1690415095
459,jutai,-5.1833,-68.9,25.75,66,49,0.85,BR,1690415233
460,hays,30.0502,-98.0336,38.11,35,40,1.79,US,1690414953
461,banda aceh,5.5577,95.3222,26.82,74,100,5.32,ID,1690415234
462,kalach-na-donu,48.691,43.5264,23.92,43,2,2.46,RU,1690415235
463,cockburn town,21.4612,-71.1419,28.63,84,97,9.44,TC,1690415235
464,macomb,40.4592,-90.6718,35.97,59,0,1.54,US,1690415082
465,jawf al maqbabah,13.8378,45.8349,27.12,60,55,1.2,YE,1690415236
466,papao,-17.75,-149.55,24.82,87,61,3.85,PF,1690415236
467,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.03,GF,1690414980
468,luanda,-8.8368,13.2343,21.0,94,75,3.09,AO,1690415239
469,bikenibeu village,1.3673,173.1241,30.98,74,20,2.06,KI,1690415240
470,teramo,42.65,13.6833,20.33,78,13,1.76,IT,1690415240
471,smolyan,41.5853,24.6919,15.65,80,97,2.17,BG,1690415241
472,znamenskoye,57.1281,73.8282,16.25,81,65,1.42,RU,1690415242
473,lapai,9.05,6.5667,25.02,83,100,0.5,NG,1690415242
474,talodi,10.6325,30.3797,21.48,96,100,1.86,SD,1690415243
475,hallsberg,59.0657,15.1117,9.97,98,0,1.54,SE,1690415243
476,lokomotivnyy,53.0118,60.5684,16.89,67,9,2.24,RU,1690415244
477,lamu,-2.2717,40.902,23.12,82,72,6.14,KE,1690415245
478,ulsteinvik,62.3432,5.8487,14.62,92,91,1.79,NO,1690415245
479,sungailiat,-1.85,106.1333,27.04,82,84,6.0,ID,1690415246
480,kralendijk,12.15,-68.2667,28.99,79,20,9.26,BQ,1690415246
481,qamdo,31.1667,97.2333,2.63,82,26,2.68,CN,1690414969
482,vyetka,52.5591,31.1794,18.32,100,98,3.0,BY,1690415247
483,kamaishi,39.2667,141.8833,27.45,69,15,0.75,JP,1690415248
484,bei'an,24.5399,109.533,28.35,79,74,2.03,CN,1690415249
485,plunge,55.9114,21.8442,15.33,89,98,1.74,LT,1690415249
486,gaffney,35.0718,-81.6498,32.14,49,14,0.51,US,1690415250
487,al hufuf,25.3646,49.5653,31.19,42,0,0.0,SA,1690415250
488,char bhadrasan,23.3167,90.2167,27.04,89,98,4.39,BD,1690415251
489,port isabel,26.0734,-97.2086,34.04,59,0,8.75,US,1690415251
490,kingston,17.997,-76.7936,31.53,70,20,2.06,JM,1690415135
491,luchegorsk,46.4764,134.2569,26.18,71,54,3.35,RU,1690415252
492,san jose del cabo,23.0589,-109.6977,34.77,59,20,10.8,MX,1690415253
493,polyarnyy,69.1989,33.4478,10.08,97,100,1.27,RU,1690415254
494,san jose del guaviare,2.5729,-72.6459,26.22,77,92,1.06,CO,1690415254
495,burang,30.25,81.1667,10.08,87,100,1.66,CN,1690415254
496,beoumi,7.6736,-5.5764,22.86,96,11,2.03,CI,1690415255
497,querqueville,49.6625,-1.6912,16.82,94,100,9.26,FR,1690415255
498,trincomalee,8.5711,81.2335,27.08,77,95,8.7,LK,1690415256
499,acarau,-2.8856,-40.12,26.01,81,35,7.82,BR,1690415256
500,pailon,-17.65,-62.75,20.82,58,85,3.72,BO,1690415257
501,georgiyevka,43.0369,74.7114,24.02,41,0,1.0,KZ,1690415257
502,mana,5.6592,-53.7767,26.08,84,16,3.38,GF,1690415257
503,hadera,32.4365,34.9196,27.02,67,0,1.26,IL,1690415258
504,basco,20.4487,121.9702,28.15,83,100,15.91,PH,1690415258
505,nampula,-15.1165,39.2666,16.97,88,40,6.26,MZ,1690415259
506,pisco,-13.7,-76.2167,19.03,72,0,7.72,PE,1690415259
507,muisne,0.6,-80.0333,25.26,82,55,3.17,EC,1690415260
508,neftcala,39.3742,49.2472,24.49,72,0,2.11,AZ,1690415260
509,suez,29.9737,32.5263,28.3,56,0,4.73,EG,1690415260
510,ploermel,47.9317,-2.3978,16.9,81,90,6.35,FR,1690415261
511,reuleuet,5.2167,96.2833,26.01,71,92,1.75,ID,1690415261
512,verkhnevilyuysk,63.4453,120.3167,18.87,43,75,2.85,RU,1690415262
513,kristiansund,63.1115,7.732,15.03,94,100,2.06,NO,1690415262
514,colonia,50.9333,6.95,17.81,71,0,4.12,DE,1690415263
515,midland,31.9974,-102.0779,37.81,23,0,7.72,US,1690415206
516,puerto baquerizo moreno,-0.9,-89.6,24.25,79,73,5.47,EC,1690415263
517,bakori,11.5544,7.4243,23.15,83,96,4.17,NG,1690415264
518,todos santos,23.45,-110.2167,30.25,72,75,1.24,MX,1690415264
519,baykal'sk,51.5058,104.1469,15.88,76,9,0.52,RU,1690415265
520,hilton head island,32.2163,-80.7526,30.06,75,20,2.57,US,1690415265
521,pascagoula,30.3658,-88.5561,34.4,55,0,1.54,US,1690415266
522,stolpen,51.05,14.0833,13.71,81,41,2.81,DE,1690415266
523,long beach,33.767,-118.1892,39.32,53,0,7.2,US,1690415123
524,veshenskaya,49.6303,41.7334,22.04,49,0,2.43,RU,1690415267
525,yaren,-0.5472,166.916,28.84,75,94,4.66,NR,1690415268
526,kijang,35.2442,129.2139,25.85,71,19,1.21,KR,1690415268
527,krasnogorskoye,52.2953,86.1979,16.31,75,99,1.17,RU,1690415268
528,eastham,41.8301,-69.9739,25.56,72,2,2.24,US,1690415269
529,preobrazheniye,42.9019,133.9064,23.45,85,100,2.07,RU,1690415270
530,algona,43.07,-94.233,33.98,66,0,2.06,US,1690415270
531,vila franca do campo,37.7167,-25.4333,20.23,83,16,1.5,PT,1690415013
532,quellon,-43.1167,-73.6167,8.14,93,100,1.03,CL,1690415271
533,sinabang,2.4803,96.3801,26.48,82,97,1.09,ID,1690415271
534,bereznik,62.8551,42.7072,13.92,99,100,1.8,RU,1690415272
535,fort-shevchenko,44.5086,50.263,25.25,74,0,4.54,KZ,1690415272
536,batticaloa,7.7102,81.6924,27.1,70,99,1.58,LK,1690415273
537,sarangani,5.4033,125.4636,27.69,78,85,2.97,PH,1690415273
538,sarina,-21.4333,149.2167,21.82,59,73,6.5,AU,1690415274
539,tindouf,27.6711,-8.1474,28.25,24,0,9.26,DZ,1690415274
540,barra de santo antonio,-9.4047,-35.5072,24.6,92,10,0.64,BR,1690414999
541,bridgewater,44.3835,-64.5155,25.06,77,18,2.57,CA,1690415275
542,kill devil hills,36.0307,-75.676,30.55,70,0,6.17,US,1690415275
543,ankazobe,-18.3167,47.1167,9.85,88,28,3.55,MG,1690415276
544,puerto aysen,-45.4,-72.7,2.18,98,100,0.45,CL,1690415276
545,kuchaiburi,22.2667,86.1667,25.07,96,92,1.8,IN,1690415277
546,mumbwa,-14.9783,27.0619,14.91,64,0,3.69,ZM,1690415278
547,port blair,11.6667,92.75,28.02,83,75,3.6,IN,1690415278
548,padangsidempuan,1.3667,99.2667,22.12,96,84,0.49,ID,1690415278
549,huruta,8.15,39.35,15.94,76,66,3.74,ET,1690415279
550,mishkino,55.3389,63.9175,15.13,79,47,2.65,RU,1690415280
551,eatonton,33.3268,-83.3885,31.33,70,51,1.32,US,1690415234
552,marsh harbour,26.5412,-77.0636,27.56,76,99,3.28,BS,1690415281
553,lata,40.1629,-8.3327,17.82,95,21,1.4,PT,1690415281
554,xai-xai,-25.0519,33.6442,14.83,80,1,3.93,MZ,1690415282
555,broken hill,-31.95,141.4333,15.86,39,0,8.82,AU,1690415282
556,kathu,7.9178,98.3332,29.27,74,95,7.23,TH,1690415283
557,el granada,37.5027,-122.4694,31.62,79,100,9.26,US,1690415283
558,skelleftea,64.7507,20.9528,13.2,100,100,1.54,SE,1690415284
559,pacific grove,36.6177,-121.9166,25.36,84,40,4.63,US,1690414998
560,piedras blancas,-31.1862,-59.9596,8.6,55,32,2.66,AR,1690415285
561,port augusta,-32.5,137.7667,17.35,40,44,5.45,AU,1690415285
562,esfarayen,37.0765,57.5101,19.81,74,38,3.46,IR,1690415286
563,timmins,48.4669,-81.3331,21.9,78,100,2.06,CA,1690415269
564,cacu,-18.5567,-51.1308,24.98,34,67,2.27,BR,1690415288
565,oranjemund,-28.55,16.4333,11.8,73,0,2.56,NA,1690415288
566,terekli-mekteb,44.1671,45.8698,21.96,76,0,4.01,RU,1690415289
567,mossel bay,-34.1831,22.146,11.96,81,52,2.15,ZA,1690415289
